Temps simulation; 40h;;;;;; 80h;;;;;; 160h;;;;;; 240h;;;;;;
Variable; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;
Simulation n°698;1.038; 1.428; 2.178; 0.926; 0.836;55; 2.074; 2.852; 1.182; 0.414; 0.738;110; 3.032; 3.979; 3.417; 1.452; 0.881;210; 0.8; 0.907; 2.292; 0.783; 0.712;272; 
Simulation n°699;2.674; 3.877; 2.443; 1.221; 0.855;58; 1.073; 1.395; 2.082; 0.755; 0.74;104; 1.074; 1.377; 0.894; 0.291; 0.675;205; 1.469; 1.916; 2.085; 0.808; 0.808;313; 
Simulation n°700;0.949; 1.091; 0.984; 0.467; 0.798;46; 1.028; 1.26; 0.801; 0.27; 0.651;98; 2.37; 3.243; 4.229; 1.639; 0.817;219; 5.997; 8.62; 3.551; 1.465; 0.853;345; 
Simulation n°701;1.295; 1.813; 1.257; 0.471; 0.732;56; 3.465; 5.717; 2.015; 0.957; 0.924;132; 0.887; 1.015; 1.267; 0.459; 0.738;183; 2.627; 3.503; 2.31; 0.924; 0.808;320; 
Simulation n°702;1.03; 1.365; 0.531; 0.093; 0.355;53; 5.277; 8.048; 5.375; 2.419; 0.92;122; 1.246; 1.729; 4.073; 1.756; 0.868;222; 1.574; 2.046; 1.711; 0.663; 0.781;312; 
Simulation n°703;0.982; 1.301; 0.38; 0.086; 0.513;53; 1.36; 1.649; 0.694; 0.234; 0.663;97; 1.208; 1.48; 3.814; 1.597; 0.823;196; 2.49; 3.341; 3.952; 1.63; 0.858;322; 
Simulation n°704;3.65; 5.019; 0.613; 0.184; 0.546;55; 2.126; 3.056; 1.631; 0.714; 0.805;115; 3.575; 4.715; 1.219; 0.45; 0.753;211; 2.809; 3.862; 2.631; 1.096; 0.837;330; 
Simulation n°705;4.1; 6.97; 0.843; 0.274; 0.679;68; 1.331; 1.897; 1.533; 0.537; 0.722;114; 1.199; 1.603; 0.911; 0.313; 0.718;214; 1.283; 1.658; 5.39; 1.976; 0.728;310; 
Simulation n°706;3.938; 6.399; 1.05; 0.394; 0.754;65; 1.216; 1.611; 1.2; 0.45; 0.76;106; 1.892; 2.247; 0.885; 0.31; 0.715;190; 2.999; 3.823; 1.838; 0.651; 0.706;306; 
Simulation n°707;0.998; 1.073; 1.12; 0.28; 0.51;43; 2.159; 3.185; 0.89; 0.345; 0.741;118; 4.289; 6.058; 3.012; 1.449; 0.935;226; 1.926; 2.624; 2.161; 0.864; 0.798;327; 
Simulation n°708;1.498; 1.873; 0.528; 0.158; 0.57;50; 0.729; 0.893; 1.103; 0.414; 0.741;98; 6.79; 9.76; 9.583; 4.971; 0.912;230; 9.496; 14.52; 2.021; 0.851; 0.856;367; 
Simulation n°709;0.546; 0.6; 0.76; 0.209; 0.546;44; 1.079; 1.43; 1.662; 0.727; 0.824;106; 1.872; 2.376; 5.361; 2.111; 0.85;203; 1.759; 2.235; 5.23; 2.245; 0.854;305; 
Simulation n°710;0.586; 0.571; 0.988; 0.321; 0.679;39; 6.851; 10.534; 1.984; 0.67; 0.697;123; 1.592; 2.09; 2.04; 0.88; 0.829;210; 2.061; 2.843; 2.722; 0.987; 0.739;331; 
Simulation n°711;1.27; 1.556; 0.149; 0.037; 0.467;49; 1.055; 1.332; 1.857; 0.72; 0.755;101; 0.765; 0.899; 1.939; 0.642; 0.692;188; 1.841; 2.524; 5.186; 2.139; 0.876;329; 
Simulation n°712;0.646; 0.775; 2.231; 0.669; 0.517;48; 1.567; 1.978; 2.944; 1.141; 0.812;101; 3.392; 4.898; 1.658; 0.673; 0.808;231; 2.046; 2.66; 1.876; 0.649; 0.679;312; 
Simulation n°713;1.595; 1.914; 1.684; 0.505; 0.568;48; 2.433; 3.315; 0.883; 0.309; 0.687;109; 2.77; 3.947; 5.597; 2.344; 0.797;228; 2.281; 2.937; 2.101; 0.665; 0.667;309; 
Simulation n°714;0.651; 0.814; 0.7; 0.245; 0.671;50; 2.133; 2.452; 1.064; 0.399; 0.733;92; 2.993; 4.134; 1.951; 0.719; 0.729;221; 1.711; 2.267; 1.402; 0.52; 0.773;318; 
Simulation n°715;0.786; 0.962; 0.528; 0.172; 0.654;49; 3.432; 5.105; 0.868; 0.369; 0.777;119; 2.511; 3.422; 2.576; 1.224; 0.925;218; 6.309; 8.964; 11.244; 4.966; 0.901;341; 
Simulation n°716;1.101; 1.376; 3.957; 2.077; 0.757;50; 1.253; 1.487; 1.512; 0.548; 0.732;95; 4.288; 6.432; 2.78; 1.164; 0.837;240; 2.289; 3.109; 1.147; 0.444; 0.778;326; 
Simulation n°717;2.31; 3.58; 0.33; 0.083; 0.341;62; 1.498; 2.078; 3.547; 1.463; 0.808;111; 7.172; 11.072; 5.871; 2.789; 0.937;247; 1.173; 1.457; 0.95; 0.34; 0.733;298; 
Simulation n°718;1.073; 1.368; 0.512; 0.115; 0.424;51; 1.486; 1.951; 2.82; 1.34; 0.802;105; 3.924; 5.616; 2.444; 1.069; 0.877;229; 2.491; 3.373; 1.342; 0.498; 0.766;325; 
Simulation n°719;0.781; 0.996; 0.224; 0.078; 0.617;51; 3.193; 4.67; 1.909; 0.835; 0.863;117; 2.438; 3.078; 0.989; 0.29; 0.591;202; 2.877; 3.979; 4.495; 1.835; 0.875;332; 
Simulation n°720;0.234; 0.251; 1.374; 0.447; 0.603;43; 1.553; 2.115; 2.57; 1.317; 0.913;109; 6.882; 10.279; 4.467; 2.066; 0.898;239; 1.823; 2.446; 2.211; 0.921; 0.867;322; 
Simulation n°721;0.951; 1.308; 0.268; 0.08; 0.497;55; 1.659; 2.219; 1.704; 0.66; 0.756;107; 3.262; 4.607; 4.618; 2.136; 0.937;226; 1.973; 2.655; 7.472; 3.207; 0.892;323; 
Simulation n°722;1.147; 1.491; 2.631; 0.986; 0.679;52; 1.57; 2.08; 2.998; 1.199; 0.787;106; 1.999; 2.524; 1.1; 0.412; 0.747;202; 4.696; 6.437; 6.258; 2.764; 0.902;329; 
Simulation n°723;1.652; 2.271; 0.538; 0.188; 0.713;55; 3.44; 4.773; 1.052; 0.342; 0.643;111; 4.187; 5.574; 6.027; 2.712; 0.887;213; 2.089; 2.829; 2.734; 1.094; 0.823;325; 
Simulation n°724;2.742; 3.976; 0.292; 0.088; 0.629;58; 2.437; 3.473; 1.596; 0.659; 0.822;114; 1.629; 2.27; 1.728; 0.669; 0.775;223; 1.33; 1.696; 1.339; 0.48; 0.72;306; 
Simulation n°725;2.423; 3.089; 1.864; 0.745; 0.67;51; 1.633; 2.347; 4.135; 2.016; 0.819;115; 3.434; 5.216; 5.042; 2.458; 0.958;243; 3.133; 4.335; 1.608; 0.63; 0.825;332; 
Simulation n°726;0.429; 0.525; 0.445; 0.156; 0.732;49; 1.167; 1.677; 1.429; 0.589; 0.724;115; 1.304; 1.671; 1.514; 0.568; 0.764;205; 2.943; 4.046; 8.976; 4.226; 0.947;330; 
Simulation n°727;0.729; 1.04; 5.714; 3.571; 0.922;57; 7.305; 11.779; 0.995; 0.41; 0.737;129; 0.916; 1.139; 1.606; 0.663; 0.831;199; 1.257; 1.524; 4.449; 1.613; 0.696;291; 
Simulation n°728;0.704; 0.844; 0.179; 0.054; 0.565;48; 3.343; 5.014; 1.084; 0.474; 0.772;120; 1.469; 1.846; 2.686; 1.209; 0.884;201; 1.296; 1.609; 2.057; 0.754; 0.758;298; 
Simulation n°729;2.671; 3.472; 2.304; 0.864; 0.787;52; 6.096; 8.0; 0.241; 0.075; 0.587;105; 1.816; 2.384; 1.426; 0.553; 0.809;210; 3.194; 4.351; 1.776; 0.644; 0.766;327; 
Simulation n°730;0.61; 0.778; 0.287; 0.115; 0.793;51; 3.5; 4.769; 0.577; 0.216; 0.707;109; 2.483; 3.787; 3.593; 1.37; 0.75;244; 1.563; 1.908; 2.841; 1.018; 0.761;293; 
Simulation n°731;0.698; 0.733; 0.969; 0.266; 0.532;42; 0.469; 0.487; 0.619; 0.155; 0.486;83; 2.005; 2.769; 1.83; 0.709; 0.796;221; 2.739; 3.903; 3.508; 1.608; 0.919;342; 
Simulation n°732;0.51; 0.535; 0.411; 0.144; 0.695;42; 1.478; 1.866; 2.893; 1.374; 0.809;101; 1.459; 1.924; 5.031; 2.358; 0.886;211; 1.276; 1.659; 1.649; 0.666; 0.835;312; 
Simulation n°733;0.79; 1.027; 2.795; 1.677; 0.898;52; 1.059; 1.245; 1.437; 0.557; 0.728;94; 1.475; 1.972; 1.666; 0.635; 0.783;214; 1.222; 1.482; 1.943; 0.712; 0.76;291; 
Simulation n°734;0.589; 0.648; 0.246; 0.086; 0.656;44; 1.543; 2.064; 1.405; 0.457; 0.644;107; 3.37; 4.718; 1.915; 0.718; 0.75;224; 2.064; 2.889; 1.583; 0.567; 0.731;336; 
Simulation n°735;1.961; 2.55; 1.317; 0.527; 0.654;52; 4.134; 5.891; 1.364; 0.614; 0.81;114; 1.387; 1.535; 1.745; 0.611; 0.738;177; 2.519; 3.38; 2.498; 0.916; 0.7;322; 
Simulation n°736;0.593; 0.623; 0.288; 0.086; 0.635;42; 1.182; 1.595; 4.644; 2.09; 0.927;108; 1.5; 1.884; 0.999; 0.312; 0.635;201; 11.411; 17.924; 13.585; 6.962; 0.944;377; 
Simulation n°737;0.542; 0.677; 0.699; 0.262; 0.681;50; 3.291; 4.771; 1.873; 0.679; 0.765;116; 1.752; 2.234; 1.792; 0.728; 0.797;204; 1.039; 1.247; 1.579; 0.559; 0.708;288; 
Simulation n°738;0.717; 0.896; 0.029; 0.007; 0.503;50; 1.045; 1.281; 1.564; 0.645; 0.771;98; 2.03; 2.69; 3.925; 1.595; 0.841;212; 1.817; 2.438; 2.658; 1.03; 0.796;322; 
Simulation n°739;0.674; 0.859; 2.089; 0.836; 0.83;51; 0.587; 0.712; 0.986; 0.246; 0.531;97; 1.795; 2.322; 2.253; 0.845; 0.715;207; 1.486; 2.025; 1.632; 0.687; 0.842;327; 
Simulation n°740;1.592; 2.547; 1.25; 0.563; 0.81;64; 1.221; 1.618; 8.264; 3.925; 0.884;106; 1.891; 2.422; 1.7; 0.606; 0.654;205; 1.568; 2.025; 0.59; 0.197; 0.654;310; 
Simulation n°741;0.38; 0.466; 0.047; 0.013; 0.537;49; 3.355; 5.074; 1.962; 0.883; 0.839;121; 2.543; 3.211; 0.831; 0.296; 0.71;202; 2.346; 3.275; 2.617; 1.003; 0.817;335; 
Simulation n°742;0.898; 0.943; 0.11; 0.028; 0.419;42; 1.943; 2.331; 2.024; 0.759; 0.74;96; 1.571; 2.101; 2.22; 0.902; 0.856;214; 3.123; 4.086; 1.691; 0.704; 0.847;314; 
Simulation n°743;0.253; 0.259; 0.606; 0.167; 0.531;41; 0.436; 0.468; 3.452; 1.51; 0.865;86; 0.969; 1.229; 0.413; 0.116; 0.549;203; 1.149; 1.37; 2.585; 0.851; 0.658;286; 
Simulation n°744;0.882; 1.324; 1.061; 0.425; 0.688;60; 1.624; 2.293; 3.471; 1.519; 0.905;113; 4.394; 6.481; 1.52; 0.589; 0.762;236; 4.488; 6.283; 4.788; 1.955; 0.854;336; 
Simulation n°745;0.581; 0.668; 0.706; 0.265; 0.531;46; 2.912; 4.005; 3.271; 1.308; 0.74;110; 1.582; 2.215; 1.989; 0.671; 0.631;224; 2.959; 4.019; 2.04; 0.858; 0.848;326; 
Simulation n°746;1.409; 1.972; 6.694; 3.849; 0.926;56; 2.392; 3.289; 1.606; 0.642; 0.779;110; 0.802; 0.918; 0.572; 0.154; 0.547;183; 1.52; 2.134; 15.098; 7.612; 0.955;337; 
Simulation n°747;1.63; 2.446; 1.657; 0.704; 0.653;60; 1.294; 1.731; 0.876; 0.329; 0.702;107; 1.016; 1.163; 2.292; 0.831; 0.735;183; 2.29; 3.044; 3.57; 1.606; 0.918;319; 
Simulation n°748;0.421; 0.432; 1.498; 0.562; 0.614;41; 0.932; 1.084; 2.788; 0.976; 0.631;93; 1.651; 2.218; 5.602; 2.206; 0.815;215; 2.538; 3.458; 4.51; 1.86; 0.819;327; 
Simulation n°749;0.623; 0.716; 0.308; 0.085; 0.499;46; 3.032; 4.813; 0.554; 0.208; 0.693;127; 3.67; 5.368; 0.879; 0.318; 0.747;234; 6.777; 9.432; 5.536; 2.653; 0.977;334; 
Simulation n°750;0.572; 0.715; 3.821; 1.72; 0.899;50; 1.313; 1.575; 0.534; 0.174; 0.643;96; 2.123; 2.747; 1.128; 0.388; 0.662;207; 2.219; 3.152; 8.708; 3.701; 0.857;341; 
Simulation n°751;1.808; 2.937; 0.407; 0.142; 0.633;65; 4.073; 5.803; 2.519; 1.039; 0.792;114; 1.665; 2.289; 5.576; 2.161; 0.795;220; 2.162; 2.964; 1.549; 0.575; 0.74;329; 
Simulation n°752;1.132; 1.5; 1.094; 0.328; 0.515;53; 1.159; 1.594; 3.096; 1.045; 0.673;110; 2.184; 3.044; 4.124; 1.624; 0.779;223; 1.4; 1.838; 2.56; 1.013; 0.812;315; 
Simulation n°753;0.883; 1.148; 2.396; 1.078; 0.785;52; 1.012; 1.24; 0.837; 0.293; 0.661;98; 2.407; 3.355; 2.711; 1.186; 0.881;223; 4.215; 5.339; 3.209; 1.15; 0.752;304; 
Simulation n°754;0.631; 0.758; 0.93; 0.279; 0.599;48; 1.865; 2.518; 5.864; 2.639; 0.838;108; 2.135; 3.043; 2.795; 1.118; 0.802;228; 1.114; 1.42; 2.609; 1.087; 0.832;306; 
Simulation n°755;0.768; 0.902; 1.012; 0.43; 0.663;47; 1.045; 1.267; 0.601; 0.218; 0.665;97; 4.419; 5.772; 2.538; 1.047; 0.816;209; 2.708; 3.374; 1.349; 0.467; 0.736;299; 
Simulation n°756;1.887; 2.689; 3.438; 1.977; 0.896;57; 0.788; 0.886; 3.545; 1.374; 0.838;90; 1.543; 1.938; 2.169; 0.773; 0.755;201; 3.888; 5.816; 2.604; 0.998; 0.723;359; 
Simulation n°757;1.162; 1.481; 1.503; 0.676; 0.759;51; 2.167; 3.006; 1.965; 0.737; 0.69;111; 3.81; 5.382; 1.342; 0.486; 0.676;226; 3.896; 5.243; 3.918; 1.616; 0.858;323; 
Simulation n°758;4.237; 7.838; 4.338; 2.82; 0.92;74; 1.238; 1.424; 0.102; 0.024; 0.479;92; 5.323; 7.984; 1.452; 0.49; 0.681;240; 2.651; 3.646; 3.484; 1.582; 0.905;330; 
Simulation n°759;1.243; 1.678; 1.03; 0.386; 0.705;54; 1.135; 1.49; 0.609; 0.206; 0.633;105; 1.454; 1.891; 1.086; 0.36; 0.619;208; 2.774; 3.722; 4.235; 1.676; 0.809;322; 
Simulation n°760;1.543; 2.122; 1.347; 0.64; 0.891;55; 0.843; 1.023; 1.82; 0.66; 0.687;97; 2.252; 3.04; 1.604; 0.511; 0.658;216; 1.492; 1.878; 2.207; 0.828; 0.8;302; 
Simulation n°761;1.062; 1.513; 5.918; 2.959; 0.943;57; 1.64; 2.234; 3.545; 1.462; 0.853;109; 4.419; 6.462; 0.874; 0.322; 0.736;234; 3.792; 4.993; 2.41; 0.854; 0.751;316; 
Simulation n°762;1.024; 1.254; 2.779; 1.32; 0.956;49; 1.939; 2.715; 1.478; 0.554; 0.719;112; 1.569; 2.02; 1.424; 0.472; 0.678;206; 1.461; 1.996; 6.958; 3.131; 0.818;328; 
Simulation n°763;0.517; 0.556; 0.585; 0.219; 0.636;43; 2.042; 2.425; 0.754; 0.217; 0.563;95; 1.04; 1.288; 3.661; 1.396; 0.814;198; 1.755; 2.266; 1.461; 0.457; 0.632;310; 
Simulation n°764;0.892; 1.003; 0.403; 0.121; 0.599;45; 2.897; 4.381; 1.788; 0.693; 0.769;121; 0.879; 1.121; 0.979; 0.336; 0.702;204; 2.208; 3.055; 1.312; 0.492; 0.763;332; 
Simulation n°765;2.949; 4.57; 3.428; 1.714; 0.902;62; 5.498; 8.865; 4.412; 2.371; 0.904;129; 1.134; 1.488; 3.046; 1.237; 0.827;210; 2.873; 4.107; 1.697; 0.629; 0.749;343; 
Simulation n°766;0.539; 0.58; 0.048; 0.013; 0.489;43; 1.567; 2.37; 5.135; 2.824; 0.953;121; 2.672; 3.841; 3.373; 1.433; 0.858;230; 1.893; 2.398; 2.454; 0.92; 0.762;304; 
Simulation n°767;0.821; 0.985; 1.368; 0.513; 0.749;48; 0.673; 0.748; 1.572; 0.59; 0.788;89; 2.669; 3.586; 2.056; 0.771; 0.743;215; 3.299; 4.783; 2.601; 1.04; 0.804;348; 
Simulation n°768;0.481; 0.529; 0.237; 0.059; 0.536;44; 1.056; 1.439; 2.545; 1.081; 0.805;109; 2.995; 4.324; 2.919; 1.295; 0.916;231; 1.748; 2.185; 0.853; 0.256; 0.624;300; 
Simulation n°769;3.339; 4.341; 0.832; 0.354; 0.776;52; 1.171; 1.405; 0.966; 0.362; 0.736;96; 2.914; 4.17; 1.559; 0.633; 0.822;229; 2.41; 3.284; 3.907; 1.612; 0.833;327; 
Simulation n°770;0.613; 0.628; 1.045; 0.444; 0.728;41; 4.421; 6.632; 5.993; 2.472; 0.759;120; 1.586; 2.141; 1.032; 0.387; 0.758;216; 2.692; 3.78; 1.343; 0.515; 0.772;337; 
Simulation n°771;0.441; 0.496; 0.237; 0.071; 0.549;45; 3.039; 4.521; 2.199; 0.825; 0.693;119; 1.534; 1.995; 4.429; 1.605; 0.684;208; 0.952; 1.166; 0.644; 0.22; 0.689;294; 
Simulation n°772;0.558; 0.684; 2.355; 1.177; 0.821;49; 1.94; 2.885; 1.471; 0.643; 0.834;119; 2.004; 2.805; 3.467; 1.3; 0.736;224; 2.347; 3.207; 4.627; 2.063; 0.934;328; 
Simulation n°773;0.888; 1.11; 0.473; 0.189; 0.799;50; 5.104; 7.018; 2.708; 1.219; 0.949;110; 1.677; 2.085; 1.817; 0.749; 0.839;199; 2.64; 3.499; 2.53; 0.97; 0.809;318; 
Simulation n°774;1.886; 2.735; 1.965; 0.884; 0.873;58; 3.068; 4.295; 1.416; 0.566; 0.795;112; 1.312; 1.657; 2.809; 0.948; 0.699;202; 3.974; 5.697; 2.049; 0.888; 0.856;344; 
Simulation n°775;2.217; 3.27; 0.32; 0.112; 0.675;59; 0.84; 1.102; 1.014; 0.38; 0.752;105; 1.014; 1.255; 2.92; 1.241; 0.868;198; 2.797; 3.777; 2.178; 0.871; 0.815;324; 
Simulation n°776;1.321; 1.783; 1.294; 0.582; 0.906;54; 1.832; 2.541; 2.256; 0.818; 0.682;111; 2.963; 4.427; 1.624; 0.711; 0.858;239; 4.558; 6.419; 1.313; 0.503; 0.74;338; 
Simulation n°777;0.765; 0.956; 0.807; 0.323; 0.784;50; 1.594; 2.39; 0.274; 0.082; 0.569;120; 1.632; 2.101; 2.769; 1.09; 0.821;206; 1.315; 1.632; 2.164; 0.775; 0.742;298; 
Simulation n°778;1.19; 1.755; 2.15; 0.914; 0.888;59; 1.275; 1.625; 0.321; 0.108; 0.668;102; 1.616; 2.141; 2.226; 0.96; 0.885;212; 1.855; 2.404; 1.457; 0.54; 0.718;311; 
Simulation n°779;1.275; 1.689; 0.5; 0.175; 0.691;53; 0.991; 1.264; 1.229; 0.507; 0.812;102; 1.634; 2.093; 0.892; 0.329; 0.731;205; 0.856; 1.052; 1.593; 0.617; 0.775;295; 
Simulation n°780;2.418; 3.809; 1.223; 0.398; 0.688;63; 1.522; 2.055; 1.168; 0.438; 0.74;108; 4.405; 6.14; 1.827; 0.754; 0.749;223; 1.563; 1.993; 0.572; 0.167; 0.611;306; 
Simulation n°781;2.775; 4.162; 1.122; 0.421; 0.706;60; 1.215; 1.564; 1.585; 0.614; 0.795;103; 1.599; 1.999; 2.38; 1.041; 0.87;200; 2.37; 3.249; 1.336; 0.434; 0.68;329; 
Simulation n°782;0.797; 0.897; 0.409; 0.123; 0.645;45; 4.863; 6.869; 0.633; 0.238; 0.761;113; 7.332; 9.99; 1.906; 0.727; 0.776;218; 1.468; 1.89; 1.448; 0.513; 0.727;309; 
Simulation n°783;2.354; 3.473; 1.585; 0.832; 0.863;59; 0.981; 1.263; 1.854; 0.626; 0.656;103; 1.566; 2.026; 3.223; 1.269; 0.805;207; 1.581; 2.108; 2.996; 1.311; 0.855;320; 
Simulation n°784;1.17; 1.608; 1.687; 0.97; 0.888;55; 1.004; 1.142; 0.664; 0.233; 0.732;91; 1.847; 2.354; 2.411; 0.98; 0.814;204; 1.433; 1.898; 1.25; 0.448; 0.745;318; 
Simulation n°785;1.819; 2.637; 2.13; 1.012; 0.867;58; 1.694; 2.287; 1.499; 0.581; 0.754;108; 1.539; 2.049; 2.067; 0.892; 0.83;213; 2.054; 2.507; 2.312; 0.723; 0.637;293; 
Simulation n°786;1.381; 1.864; 5.817; 2.763; 0.846;54; 2.194; 3.154; 2.791; 1.221; 0.79;115; 3.398; 4.927; 2.025; 0.797; 0.803;232; 1.505; 1.919; 3.899; 1.559; 0.811;306; 
Simulation n°787;0.55; 0.674; 0.413; 0.134; 0.632;49; 3.834; 6.182; 1.951; 0.683; 0.737;129; 2.084; 2.632; 0.677; 0.237; 0.72;202; 4.198; 5.859; 1.518; 0.538; 0.729;335; 
Simulation n°788;0.662; 0.844; 0.987; 0.42; 0.717;51; 1.275; 1.69; 2.013; 0.805; 0.786;106; 1.931; 2.474; 5.683; 2.522; 0.894;205; 8.516; 12.171; 8.562; 3.889; 0.909;343; 
Simulation n°789;3.517; 5.452; 1.71; 0.727; 0.843;62; 6.626; 10.437; 0.208; 0.073; 0.688;126; 2.609; 3.571; 2.066; 0.865; 0.861;219; 1.763; 2.351; 1.695; 0.685; 0.802;320; 
Simulation n°790;1.175; 1.615; 0.554; 0.166; 0.455;55; 7.302; 12.14; 2.9; 1.196; 0.848;133; 0.811; 1.009; 3.599; 1.507; 0.881;199; 3.279; 4.673; 4.925; 2.278; 0.917;342; 
Simulation n°791;3.581; 5.908; 2.544; 1.145; 0.862;66; 1.145; 1.431; 0.746; 0.252; 0.634;100; 1.933; 2.609; 1.868; 0.677; 0.776;216; 1.329; 1.706; 0.954; 0.326; 0.714;308; 
Simulation n°792;2.143; 3.001; 1.259; 0.44; 0.556;56; 2.003; 2.705; 0.556; 0.188; 0.675;108; 2.062; 2.86; 1.962; 0.711; 0.734;222; 1.817; 2.355; 1.911; 0.748; 0.804;311; 
Simulation n°793;2.255; 3.495; 1.18; 0.502; 0.802;62; 3.085; 4.049; 1.104; 0.469; 0.814;105; 1.532; 1.868; 1.517; 0.588; 0.785;195; 3.106; 4.283; 1.885; 0.613; 0.663;331; 
Simulation n°794;5.57; 9.887; 1.192; 0.387; 0.695;71; 3.701; 4.95; 6.221; 2.799; 0.881;107; 1.945; 2.663; 1.945; 0.742; 0.821;219; 3.345; 4.738; 2.422; 1.029; 0.834;340; 
Simulation n°795;2.992; 4.712; 5.629; 3.799; 0.891;63; 0.467; 0.479; 0.568; 0.163; 0.56;82; 1.217; 1.589; 2.521; 1.04; 0.839;209; 1.203; 1.494; 4.797; 2.099; 0.849;298; 
Simulation n°796;1.237; 1.577; 0.806; 0.262; 0.679;51; 7.634; 12.309; 2.146; 0.912; 0.831;129; 1.454; 1.735; 2.496; 0.889; 0.664;191; 2.672; 3.652; 3.142; 1.335; 0.845;328; 
Simulation n°797;0.35; 0.393; 0.191; 0.043; 0.354;45; 2.246; 3.481; 4.304; 1.722; 0.821;124; 1.163; 1.33; 1.238; 0.441; 0.71;183; 2.07; 2.838; 1.686; 0.653; 0.794;329; 
Simulation n°798;0.962; 1.37; 5.103; 2.424; 0.714;57; 1.816; 2.202; 0.436; 0.125; 0.561;97; 3.576; 4.738; 2.994; 1.085; 0.693;212; 3.071; 4.006; 5.356; 2.209; 0.824;313; 
Simulation n°799;1.98; 3.119; 0.779; 0.331; 0.867;63; 1.91; 2.435; 0.275; 0.069; 0.502;102; 2.638; 3.611; 0.352; 0.117; 0.654;219; 2.635; 3.787; 5.786; 2.724; 0.948;345; 
Simulation n°800;1.932; 2.367; 0.342; 0.128; 0.719;49; 0.593; 0.645; 4.594; 2.067; 0.916;87; 1.798; 2.461; 1.831; 0.732; 0.801;219; 6.413; 9.432; 3.464; 1.689; 0.936;353; 
Simulation n°801;0.486; 0.584; 1.152; 0.288; 0.503;48; 1.33; 1.546; 0.917; 0.287; 0.573;93; 4.156; 6.104; 5.374; 2.553; 0.855;235; 4.21; 5.736; 3.468; 1.344; 0.781;327; 
Simulation n°802;1.687; 2.193; 0.268; 0.08; 0.625;52; 1.565; 2.093; 1.483; 0.593; 0.818;107; 1.75; 2.09; 1.631; 0.611; 0.74;191; 2.405; 3.408; 1.473; 0.583; 0.787;340; 
Simulation n°803;1.128; 1.354; 1.353; 0.609; 0.803;48; 0.472; 0.508; 0.945; 0.307; 0.644;86; 2.78; 3.754; 1.519; 0.617; 0.814;216; 1.113; 1.386; 4.576; 1.811; 0.791;299; 
Simulation n°804;2.646; 3.44; 0.457; 0.137; 0.469;52; 1.023; 1.202; 0.755; 0.227; 0.627;94; 1.704; 2.279; 2.171; 0.869; 0.816;214; 2.979; 4.159; 4.003; 1.701; 0.86;335; 
Simulation n°805;0.951; 1.213; 4.693; 2.346; 0.742;51; 0.887; 1.076; 0.281; 0.077; 0.565;97; 2.345; 3.18; 2.477; 0.96; 0.772;217; 2.492; 3.437; 3.529; 1.529; 0.818;331; 
Simulation n°806;4.391; 7.136; 0.386; 0.145; 0.646;65; 0.774; 0.861; 1.71; 0.684; 0.791;89; 0.937; 1.101; 0.397; 0.124; 0.616;188; 2.474; 3.391; 3.045; 1.167; 0.769;329; 
Simulation n°807;4.049; 5.871; 4.105; 1.95; 0.643;58; 1.35; 1.84; 1.227; 0.46; 0.78;109; 5.398; 8.367; 2.195; 0.946; 0.87;248; 1.6; 1.886; 0.982; 0.311; 0.637;283; 
Simulation n°808;4.09; 5.828; 0.343; 0.103; 0.58;57; 1.583; 2.276; 2.642; 1.024; 0.789;115; 4.214; 5.978; 2.681; 0.955; 0.746;227; 0.958; 1.098; 1.033; 0.366; 0.741;275; 
Simulation n°809;0.586; 0.659; 0.256; 0.083; 0.682;45; 1.285; 1.655; 0.785; 0.304; 0.766;103; 1.7; 2.306; 3.069; 1.093; 0.771;217; 1.991; 2.672; 4.976; 1.845; 0.775;322; 
Simulation n°810;1.214; 1.639; 3.16; 1.501; 0.941;54; 2.809; 3.898; 3.756; 1.643; 0.904;111; 2.505; 3.397; 9.766; 4.578; 0.876;217; 1.538; 2.063; 6.401; 2.694; 0.831;322; 
Simulation n°811;1.263; 1.453; 0.39; 0.117; 0.593;46; 1.511; 2.096; 0.977; 0.366; 0.791;111; 1.706; 2.165; 2.788; 1.045; 0.711;203; 1.688; 2.23; 4.889; 1.915; 0.831;317; 
Simulation n°812;5.2; 9.23; 4.243; 1.697; 0.77;71; 2.659; 3.855; 4.344; 1.955; 0.94;116; 3.493; 5.195; 5.765; 2.81; 0.934;238; 1.887; 2.461; 2.538; 0.994; 0.747;313; 
Simulation n°813;0.671; 0.806; 0.557; 0.111; 0.352;48; 0.928; 1.183; 0.901; 0.248; 0.572;102; 2.626; 3.545; 3.132; 1.155; 0.763;216; 1.429; 1.906; 5.125; 2.071; 0.776;320; 
Simulation n°814;1.561; 2.224; 0.943; 0.33; 0.78;57; 1.319; 1.797; 6.223; 2.956; 0.927;109; 1.568; 2.146; 2.648; 1.158; 0.865;219; 6.768; 10.236; 2.743; 1.097; 0.804;363; 
